id,song_name,class,label,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
38,League of Legends - Burning Brighter.mp3,sad,1,151.9990809,196235,1344.075342,0.324089405,0.295542356,0.087345284,0.359859827,0.301359738,0.090817692,0.208220243,0.199944152,0.039977664,8.249232477,49.29405197,2429.903559,3.319539251,38.53048236,1484.598071,0.012989594,1.771574072,3.138474692,4.933689117,2.334563255,5.450185299,2212.502062,689.9593225,476043.8666,2425.560799,505.7492592,255782.3132,22.9208803,5.923006278,35.08200337,4675.367562,1626.425913,2645261.251,2.186471113,2.739766483,7.506320381,-0.020125905,0.103971676,0.010810109,0.095594849,0.038878603,0.001511546,-3.17E-05,0.167537481,0.028068809,-0.000231623,0.061699793,0.003806865,12.83831293,5.015746161,25.15770955
39,League of Legends - Get Jinxed.mp3,happy,2,89.10290948,109445,1257.988506,0.452530114,0.284025379,0.080670416,0.579252144,0.252445047,0.063728502,0.268786918,0.105294473,0.011086926,4.549776993,27.4669709,754.4344902,0.744114977,46.07069468,2122.508909,0.013679558,1.987664549,3.95081036,3.462542534,2.189370394,4.79334259,2727.59234,912.841228,833279.1075,2533.286186,362.2478199,131223.4831,19.03039829,7.429052799,55.19082549,5514.508321,1462.90677,2140096.217,1.966408862,2.61805056,6.854188736,0.002897829,0.05543358,0.003072882,0.136738402,0.079419146,0.006307401,1.29E-05,0.09932667,0.009865787,7.62E-05,0.068299763,0.004664857,2.449705215,1.419544668,2.015107065
40,Linkin Park - In the End.mp3,angry,4,103.359375,114020,1187.708333,0.392283811,0.290522472,0.084403307,0.512753815,0.2659971,0.070754457,0.257752831,0.129987736,0.016896812,3.010661633,17.40019048,302.7666289,-2.424366114,44.83900896,2010.536724,0.013677663,2.488881017,6.194528715,2.874552727,1.709442377,2.92219305,2232.005855,682.1114554,465276.0376,2143.177842,490.301717,240395.7737,20.14599599,7.283769336,53.05329574,4396.340083,1397.968996,1954317.313,1.602999383,2.125786632,4.518968803,-0.006133187,0.067674562,0.004579846,0.117040298,0.051461771,0.002648314,4.05E-07,0.078016989,0.00608665,5.24E-05,0.060906451,0.003709596,2.121142857,1.270160703,1.613308212
41,Linkin Park - Roads Untraveled.mp3,sad,1,99.38401442,124734,1272.795918,0.298325594,0.289053865,0.083552137,0.481603022,0.272188103,0.074086364,0.247894021,0.147925278,0.021881888,1.081165605,17.60949215,310.0942136,-8.400634075,47.73519719,2278.64905,0.000275448,3.317845269,11.00809723,1.753431559,1.183774471,1.401321888,3639.48644,1020.790592,1042013.433,2769.126829,313.9421788,98559.69166,22.84016437,8.611410023,74.15638258,7008.636786,1271.428472,1616530.359,0.700217137,1.002790473,1.005588732,0.011720811,0.08627112,0.007442706,0.291053607,0.134688175,0.018140904,-3.25E-05,0.058694497,0.003445044,-6.53E-05,0.035143379,0.001235057,1.926095238,1.015842498,1.03193598
42,Machinae Supremacy - Death from above.mp3,relax,3,99.38401442,122026,1271.104167,0.474093998,0.284134087,0.080732179,0.487018893,0.283986889,0.080648553,0.253747265,0.13764323,0.018945659,22.11286794,161.7201594,26153.40997,7.431293225,24.92652444,621.3316206,0.012522681,1.947079132,3.791117148,8.146737099,2.912524223,8.482796669,2258.78355,303.9983155,92414.97585,2481.360251,212.1562954,45010.29366,18.51735426,6.614681769,43.7540149,4966.319969,724.2450957,524530.9587,3.584976074,3.938301352,15.51021754,-0.006993686,0.071196245,0.005068905,0.077111779,0.030267295,0.000916109,-0.000689172,0.248119414,0.061563242,-0.005631799,0.114827216,0.013185289,1.989950113,1.031266651,1.063510906
43,Machinae Supremacy - Edge and Pearl.mp3,angry,4,123.046875,149078,1433.442308,0.422980605,0.306254246,0.093791663,0.500246482,0.279650431,0.078204364,0.246920246,0.149545061,0.022363725,13.47024773,100.5660779,10113.53602,5.567504793,56.59775283,3203.305626,0.013064685,1.542266813,2.378586922,5.861894131,3.677881002,13.52680874,1629.004255,990.4584443,981007.9299,1550.165576,860.8568074,741074.4428,21.41785613,7.300156228,53.29228096,3168.214176,1961.646888,3848058.512,2.781511369,4.105780732,16.85743542,-0.002884028,0.060380059,0.003645752,0.080054694,0.040728595,0.001658818,3.96E-07,0.206255674,0.042541403,-1.82E-05,0.074160367,0.00549976,2.92339229,1.844253577,3.401271257
44,Magic System - Magic in the Air.mp3,happy,2,129.1992188,162668,1280.850394,0.35159583,0.295835097,0.087518405,0.473733878,0.288565217,0.083269884,0.255017751,0.13527483,0.01829928,12.35239422,89.91046992,8083.892602,-1.617058777,34.84891623,1214.446963,0.013001072,2.419706467,5.854979387,5.881638527,3.426352739,11.73989296,3005.843303,595.1133473,354159.8962,2651.491055,294.72184,86860.96298,20.41536147,6.657935564,44.32810598,6064.892493,1087.293559,1182207.283,2.967544341,3.886427993,15.10432255,-0.006704283,0.079333349,0.00629378,0.147025377,0.064189879,0.004120341,1.14E-05,0.182228699,0.033207301,0.000204679,0.106646612,0.0113735,2.777106576,1.531538642,2.345610612
45,Miley Cyrus - Lets get Crazy.mp3,happy,2,123.046875,159253,1349.601695,0.405164263,0.303806267,0.092298248,0.496957256,0.279475626,0.078106626,0.255399621,0.125242311,0.015685636,4.930700428,34.03069389,1158.088126,1.4004277,45.2771528,2050.020566,0.013095444,2.877827481,8.28189101,3.726270437,1.870782256,3.499826193,2347.772477,900.1718801,810309.4137,2389.268734,674.0832192,454388.1864,19.64983974,8.874479652,78.75638909,5039.165362,1758.716899,3093085.13,1.677532321,2.156784205,4.651718109,0.007444439,0.065025353,0.004228297,0.096643218,0.06732779,0.004533031,-4.07E-06,0.111580588,0.012450228,-0.000156933,0.068321377,0.004667811,7.504689342,1.953757396,3.817167961
46,My Darkest Days - Can't Forget You.mp3,sad,1,161.4990234,192521,1617.823529,0.393048434,0.281240306,0.07909611,0.378933381,0.296526284,0.087927837,0.216558067,0.190881998,0.036435937,8.82812321,52.67126115,2774.261751,4.5621811,43.7035664,1910.001716,0.013436007,1.75952486,3.095927731,4.93493557,2.487243176,6.186378479,1894.498,836.456772,699659.9315,2170.375861,704.6087502,496473.4909,22.07275019,6.822237943,46.54293056,4162.312331,1937.239886,3752898.377,2.264424344,3.007900856,9.047467561,-0.021161244,0.105885988,0.011211842,0.078929984,0.045291714,0.002051339,8.39E-06,0.155775771,0.024266092,-2.58E-06,0.067858286,0.004604747,12.37855782,5.759039815,33.16653959
47,My Darkest Days - Without You.mp3,sad,1,53.83300781,60939,1218.78,0.302876619,0.294142774,0.086519971,0.449049509,0.279090156,0.077891315,0.237334008,0.164334725,0.027005902,3.76066382,23.33594711,544.5664277,-2.519093575,46.02045832,2117.882584,0.013154986,2.188790624,4.790804394,3.196904421,1.894014239,3.587290049,2346.960318,1002.21822,1004441.36,2242.792194,678.4665426,460316.8495,21.98228798,8.130868159,66.11101702,4789.025208,1946.327874,3788192.194,1.550427314,2.101311528,4.415510139,0.000417805,0.081786221,0.006688986,0.122651564,0.076188151,0.005804634,3.19E-05,0.108232871,0.011714354,-2.82E-05,0.048314329,0.002334274,9.582875283,4.32186361,18.67850506
48,One Direction - Best Song Ever.mp3,happy,2,117.4538352,139921,1238.238938,0.427366027,0.296932361,0.088168827,0.489105305,0.281639459,0.079320785,0.257372479,0.130739207,0.01709274,13.1010479,79.53107734,6325.192263,2.95615363,35.64644762,1270.669228,0.013053365,2.487371027,6.187014628,6.082351685,3.643235207,13.27316284,2809.648714,971.8242503,944442.3734,2562.195745,572.0641984,327257.4471,19.29714108,6.882053828,47.36266489,5764.298477,1928.074082,3717469.664,3.236965346,4.391036494,19.2812015,-0.011337214,0.073676882,0.005428283,0.146054483,0.075775601,0.005741942,3.14E-05,0.164838284,0.02717166,3.43E-05,0.133256808,0.017757379,1.604498866,0.729302514,0.531882157
49,One Direction - Live While you are Young.mp3,happy,2,123.046875,157294,1278.813008,0.434535951,0.287642669,0.082738305,0.550407009,0.26704318,0.07131206,0.269047488,0.104626874,0.010946783,10.18983695,67.46123224,4551.017855,2.658188308,38.95854824,1517.768481,0.012054859,3.455914524,11.9433452,5.442199707,3.003162384,9.018984795,2841.189465,749.283597,561425.9087,2616.465831,432.3480737,186924.8568,19.47702097,6.933777727,48.07727357,5930.297474,1428.857956,2041635.057,2.878150144,3.830235549,14.67070436,-0.006083079,0.053504672,0.00286275,0.140441895,0.065349607,0.004270571,-2.38E-06,0.143809974,0.02068131,-0.000156095,0.113732405,0.01293506,4.575492063,2.660985275,7.080842631
50,One Direction - What Makes You Beautiful.mp3,happy,2,123.046875,132280,1284.271845,0.43617543,0.294726051,0.086863445,0.555435686,0.267101533,0.071343229,0.269333931,0.10388728,0.010792567,12.87905681,92.24213506,8508.61148,2.882267828,36.94202628,1364.713306,0.012364478,3.531179086,12.46922574,5.916572094,3.71233058,13.78139782,2884.346751,911.0308955,829977.2926,2655.669441,477.4700006,227977.6014,19.35926151,7.421695705,55.08156713,6093.742319,1679.325354,2820133.646,3.038892807,4.159411832,17.30070679,0.00750701,0.059385017,0.00352658,0.143278612,0.075752293,0.00573841,4.64E-06,0.17067489,0.029129917,4.80E-05,0.120935574,0.014625413,7.668390023,1.669220427,2.786296834
51,One Republic - All The Right Moves.mp3,happy,2,95.703125,120349,1266.831579,0.39231577,0.294440807,0.086695389,0.475705297,0.276610028,0.076513107,0.250507889,0.143454282,0.020579131,13.29545282,70.47615548,4966.888491,3.161842897,36.69732736,1346.693835,0.01307085,2.669300447,7.125164877,6.134161472,2.832911253,8.025385857,2095.777474,767.3214571,588782.2185,2314.282848,626.8083481,392888.7052,19.82196678,6.745833876,45.50627468,4579.355643,1782.595004,3177644.95,3.044778947,3.804292437,14.47264095,0.014226101,0.067596102,0.004569233,0.091014,0.0440178,0.001937567,-1.80E-05,0.170286641,0.02899754,1.36E-05,0.11313235,0.012798929,7.718312925,2.248339181,5.055029072
52,Or4nges - CrowMachi.mp3,relax,3,117.4538352,146814,1299.238938,0.384424402,0.309917105,0.096048612,0.456862183,0.293145891,0.085934514,0.261160536,0.122998,0.015128508,5.13445291,53.2950818,2840.365744,-13.27203965,56.66379334,3210.785476,0.012098868,2.862852847,8.195926424,3.528975725,2.587898493,6.697218895,2360.662846,1002.569254,1005145.109,1906.859101,882.7454921,779239.6038,20.94585508,8.35763291,69.85002785,4402.640045,2373.214248,5632145.869,1.593333927,2.219539354,4.926354943,0.007833285,0.088295963,0.007796177,0.121449568,0.048624319,0.002364324,7.55E-06,0.107253499,0.011503313,2.61E-05,0.087400079,0.007638774,1.789097506,0.987120528,0.974406937
53,Paul Oakenfold - Jump.mp3,happy,2,123.046875,94420,993.8947368,0.472651775,0.256635785,0.065861926,0.387447739,0.267733142,0.071681036,0.234277307,0.168663798,0.028447477,28.52972174,125.341099,15710.39109,10.75737189,23.79599036,566.2491573,0.01368725,1.813475596,3.288693736,9.902039528,2.051474094,4.208546162,2617.439851,481.0017456,231362.6792,2747.401427,268.2809269,71974.65572,17.47676179,6.387220927,40.79659116,5902.160144,941.4170323,886266.0288,5.549079033,5.839680431,34.10186754,0.041546111,0.091430281,0.008359496,0.115567895,0.040717391,0.001657906,6.13E-05,0.244270161,0.059667911,0.001238371,0.151657701,0.02300006,2.680743764,1.118890445,1.251915828
54,Pokemon - Master Quest.mp3,happy,2,151.9990809,105406,949.6036036,0.446547186,0.280551514,0.078709152,0.531885741,0.258466339,0.066804848,0.265974687,0.11220873,0.012590799,7.032434533,27.38431742,749.9008404,2.401471867,30.20031419,912.0589773,-1.62E-18,2.035389232,4.142809325,5.762974262,2.089851618,4.367479324,3557.563607,759.2985749,576534.3259,2684.863035,351.9268832,123852.5311,19.07525808,6.599944577,43.55926842,6668.594563,1255.145344,1575389.836,3.254173101,3.675002069,13.50564021,0.006986982,0.05901747,0.003483062,0.238643133,0.075724306,0.005734171,-0.000132158,0.135042235,0.018236406,-0.00127452,0.119754747,0.014341199,2.953578231,1.495040542,2.235146221
55,Rise Against - Hero Of War.mp3,sad,1,151.9990809,196151,1282.03268,0.319922034,0.300488206,0.090293162,0.428341622,0.290743331,0.084531684,0.235509823,0.166938481,0.027868456,5.722351945,30.12685354,907.6273041,-3.197131131,46.59636978,2171.221677,0.008435165,3.45244784,11.91939609,4.187962055,1.685546875,2.841068268,1985.919642,993.2271416,986500.1548,2240.643917,647.6105107,419399.3735,24.98476635,6.237055311,38.90085896,4083.850306,2101.258001,4415285.185,1.684955486,2.105500214,4.43313115,0.021398733,0.098066749,0.009617087,0.086985302,0.062888118,0.003954915,1.11E-05,0.133877143,0.017923091,-2.28E-05,0.061105367,0.003733866,4.035628118,2.288015202,5.235013564
56,Shakaponk - I'm Picky.mp3,angry,4,117.4538352,110503,1139.206186,0.350081544,0.304619075,0.092792781,0.560780191,0.265961147,0.070735332,0.270397407,0.10108697,0.010218575,1.239403164,6.940108685,48.16510857,-5.868864023,56.54183653,3196.979278,0.013690035,3.986155773,15.88943785,1.826951385,0.991128683,0.982336104,1988.323018,769.5285005,592174.113,2162.269107,548.7230091,301096.9407,20.34643813,6.968547998,48.5606612,4113.304294,1798.798489,3235676.005,0.878607108,1.174057204,1.378410319,0.001158114,0.055254166,0.003053023,0.092890028,0.052983432,0.002807244,-5.46E-06,0.048540246,0.002356155,-2.60E-05,0.042020932,0.001765759,5.358004535,1.932646289,3.735121678
57,Simple Plan - How Could This Happen To Me.mp3,sad,1,92.28515625,117306,1275.065217,0.270525811,0.289634059,0.083887888,0.431927315,0.269526935,0.072644768,0.237570507,0.163992645,0.026893588,4.118783334,24.93919892,621.9636426,-3.846752485,46.89472303,2199.115048,0.009680363,2.050427687,4.204253701,3.549631596,1.380890965,1.906859994,1617.68338,550.5014982,303051.8995,1789.72623,429.2865292,184286.9242,22.98434091,7.325086572,53.65689329,3097.885434,1175.718086,1382313.017,1.524289773,1.746125469,3.048954153,-0.024032963,0.083720423,0.007009109,0.076536007,0.035777353,0.001280019,-3.82E-06,0.120497949,0.014519756,-3.08E-05,0.038667526,0.001495178,5.782929705,3.386759737,11.47014151
58,Spooky Scary Skeleton (Remix).mp3,relax,3,129.1992188,156694,1273.934959,0.508662312,0.29679388,0.088086607,0.527496171,0.294912518,0.086973393,0.26294544,0.119134499,0.014193029,25.66208824,232.5785152,54092.76576,4.115012539,29.20754027,853.0804085,0.008671213,3.789491461,14.36024553,8.592530251,3.959408045,15.67691231,2898.494336,1186.81112,1408520.634,2560.452804,548.6389457,301004.6927,19.36479835,7.264832301,52.77778836,5831.098073,1850.582976,3424657.351,3.231671621,3.834197131,14.70106764,0.003740571,0.060717876,0.00368666,0.1438695,0.119667531,0.014320318,2.98E-05,0.215622365,0.046493005,0.000414458,0.195752844,0.038319174,1.912163265,0.991148735,0.982375815
59,Stemm - Face The Pain.mp3,angry,4,112.3471467,125280,1204.615385,0.515269814,0.279728012,0.078247761,0.570368648,0.251558343,0.0632816,0.270310897,0.101318075,0.010265352,17.56883863,82.31114466,6775.124535,6.275447601,33.20979592,1102.890545,0.009572779,1.947634479,3.793280064,7.52352047,3.128091812,9.784957886,2605.17918,703.0291156,494249.9374,2456.471351,551.4083485,304051.1668,18.87956994,6.737332035,45.39164296,5267.034818,1562.876519,2442583.013,4.367678532,5.196493196,27.00354153,0.016430823,0.054401356,0.002959508,0.129248841,0.048445472,0.002346964,-9.90E-06,0.200142711,0.040057104,-0.000424632,0.133991182,0.017953636,1.407129252,0.771985797,0.595962071
60,System of a Down - Lonely Day.mp3,sad,1,75.99954044,95634,1275.12,0.34864247,0.289630099,0.083885594,0.433863445,0.277158072,0.076816597,0.240750149,0.1592881,0.025372699,7.462660592,40.34433027,1627.664985,-2.357211371,45.30043597,2052.129499,0.011752454,2.373378112,5.632923664,4.405441284,2.891358852,8.359955788,1983.846749,836.6255306,699942.2785,2010.810819,612.2485286,374848.2608,24.62025512,6.364113652,40.50194257,4063.196264,1642.414746,2697526.197,2.109520325,3.199344696,10.23580648,0.011056715,0.089448063,0.008000956,0.107551315,0.049845251,0.002484549,-4.05E-06,0.152906761,0.023380477,1.70E-05,0.068197735,0.004650931,2.655201814,1.583769004,2.508324259
61,Taylor Swift - Love Story.mp3,sad,1,117.4538352,152141,1289.330508,0.301311051,0.298763187,0.089259442,0.43087856,0.295626454,0.087395001,0.234013528,0.16902959,0.028571002,3.674599711,29.10227793,846.9425808,-5.143686607,55.68608552,3100.94012,0.01389207,2.668250004,7.119558084,2.93693614,2.00253582,4.010149479,1881.766381,962.0005123,925444.9856,2188.217655,730.3799954,533454.9377,22.69258187,5.617044415,31.55118796,3941.93033,1879.85833,3533867.34,1.058953722,1.51801574,2.304371786,-0.006170883,0.089460652,0.008003208,0.075154118,0.061471438,0.003778738,4.66E-05,0.10853871,0.011780651,-0.000195898,0.041570403,0.001728098,2.838639456,1.454427137,2.115358298
62,Tekken 5 - Poolside.mp3,relax,3,95.703125,118697,1276.311828,0.500476054,0.280250627,0.078540414,0.547013471,0.26184079,0.068560599,0.260155574,0.125109594,0.01565241,1.740055392,11.74896005,138.0380623,2.905994912,35.33066561,1248.255933,0.013513441,1.621615401,2.629636507,2.364928722,0.60954833,0.371549159,2884.18944,421.0599906,177291.5157,2940.945437,219.9756549,48389.28874,18.83286341,6.684104407,44.67725172,6598.022603,837.8401527,701976.1214,1.00771308,1.056546576,1.116290667,0.000322874,0.047801087,0.002284944,0.094821989,0.03369975,0.001135673,-7.43E-06,0.069413662,0.004818256,-0.00016171,0.030544639,0.000932975,4.368834467,2.059942085,4.243361393
63,The Fat Rat - Unity.mp3,relax,3,103.359375,132082,1282.349515,0.361239654,0.296379258,0.087840665,0.412078513,0.293714112,0.08626798,0.235266601,0.16728108,0.02798296,13.09603456,154.067537,23736.80596,1.657267574,28.29517191,800.6167532,0.006176826,3.217252972,10.35071668,5.825383186,3.67489624,13.50486279,2954.191448,787.1814175,619654.584,2753.858068,219.9833827,48392.68866,21.5562148,7.366462989,54.26477697,6257.024665,1054.981532,1112986.034,2.427223046,3.103138836,9.629470639,0.006947026,0.083542123,0.006979286,0.145542771,0.082924671,0.006876501,2.50E-05,0.19787246,0.039153509,0.000162774,0.101857424,0.010374935,1.496526077,0.891823867,0.795349811
64,Three Days Grace - Animal I have Become.mp3,angry,4,123.046875,130253,1173.45045,0.457370252,0.277751404,0.077145842,0.447804324,0.287201964,0.082484968,0.248450557,0.146988619,0.021605654,5.167413858,26.76395342,716.3092029,5.521107628,39.2905115,1543.744294,0.012995916,3.082600362,9.502424993,4.124792099,1.211073518,1.466699004,2286.024572,950.5382291,903522.925,2305.758833,636.2765269,404847.8186,19.586825,7.570719957,57.31580067,4844.529039,1904.090402,3625560.257,2.032851638,2.304631267,5.311325278,0.018771639,0.075586262,0.005713283,0.10460292,0.060832177,0.003700554,1.98E-07,0.109219007,0.011928792,-0.000369615,0.067188658,0.004514316,2.491501134,1.419537072,2.015085498
65,Three Days Grace - Gone Forever.mp3,sad,1,151.9990809,191720,1261.315789,0.341778424,0.296622791,0.08798508,0.453216405,0.291850927,0.085176964,0.240813725,0.15919197,0.025342083,12.91739429,70.51776555,4972.755259,2.13751191,31.64462943,1001.382572,0.013240036,2.473299237,6.117209113,6.296798229,2.67741251,7.16853714,2650.423046,883.0137856,779713.3455,2628.304155,459.3094783,210965.1969,21.29020142,7.122901447,50.73572503,5667.469896,1641.73021,2695278.082,3.02198835,3.80929194,14.51070508,-0.002487458,0.084260697,0.007099865,0.120346967,0.067657955,0.004577599,1.19E-05,0.182948813,0.033470269,7.75E-05,0.109429114,0.011974731,3.984544218,2.346334768,5.505286844
66,Three Days Grace - I Hate Everything About You.mp3,angry,4,89.10290948,113152,1285.818182,0.359532167,0.298315373,0.088992062,0.480430188,0.275714595,0.076018538,0.252341646,0.13904866,0.01933453,9.583000603,56.74306174,3219.775056,-0.347878265,39.12436742,1530.716126,0.013000477,2.520549315,6.353168851,4.965517998,2.885135889,8.324008942,2155.031704,714.0394992,509852.4065,2195.807127,541.8686834,293621.67,20.91573395,6.76867607,45.81497575,4357.615317,1408.632453,1984245.389,2.348113724,3.036205477,9.218543699,-0.019382843,0.071776631,0.005151885,0.098622231,0.048965794,0.002397649,3.55E-06,0.158572525,0.025145246,5.08E-05,0.078693889,0.006192728,4.071619048,1.648065214,2.716118949
67,Three Days Grace - Let it Die.mp3,angry,4,99.38401442,123670,1274.948454,0.389042501,0.287041651,0.08239291,0.448754688,0.285501512,0.081511113,0.241731086,0.157795485,0.024899415,16.92050826,81.816453,6693.931982,5.165342101,24.38895281,594.821019,0.011858547,1.898832728,3.60556573,7.461583138,2.389023781,5.707434654,2828.938283,753.1519836,567237.9103,2754.292906,361.9811066,131030.3215,20.20208177,6.833221344,46.69291394,6087.254858,1376.481268,1894700.68,3.765684715,4.223021709,17.83391235,0.008504836,0.081558868,0.006651849,0.135055873,0.066611145,0.004437045,-4.08E-06,0.206723243,0.0427345,-4.98E-05,0.119062327,0.014175837,4.373478458,3.221531479,10.37826507
68,Three Days Grace - Over and Over.mp3,sad,1,135.9991776,156990,1207.615385,0.358138283,0.284385959,0.080875374,0.403314012,0.291271396,0.084839026,0.225661001,0.180029014,0.032410446,14.31468801,64.29257085,4133.534666,5.791951103,33.7440498,1138.660897,0.013211075,1.795472766,3.223722454,6.770902157,2.408128977,5.79908514,2325.336067,829.6420852,688305.9896,2408.909097,713.6214029,509255.5067,21.37460772,6.682280728,44.65287572,5108.806608,1850.993839,3426178.191,3.380720917,3.890848515,15.13870217,-0.014691733,0.094997521,0.009024529,0.110540904,0.046147704,0.002129611,2.17E-06,0.201881245,0.040756039,-4.11E-05,0.098803937,0.009762218,2.245369615,1.244123783,1.547843988
69,Three Days Grace - Riot.mp3,angry,4,129.1992188,167751,1290.392308,0.453365449,0.285361155,0.081430989,0.470183233,0.280472738,0.078664957,0.250879255,0.142803826,0.020392933,16.82181334,78.72920585,6198.287854,7.917290778,24.23522618,587.3461882,0.013252582,1.949989179,3.802457798,7.561780453,2.166385174,4.693224907,2845.595211,653.2217581,426698.6652,2703.709743,394.0139635,155247.0034,18.09022595,7.335753931,53.81328574,6078.946575,1254.802078,1574528.254,4.250819644,4.602592534,21.18385803,0.024909688,0.077593465,0.006020746,0.144742889,0.054636414,0.002985138,2.36E-06,0.179258555,0.032133631,-0.000258519,0.139427707,0.019440087,1.991111111,0.994938478,0.989902576
70,Three Grace - Home.mp3,sad,1,83.35433468,103925,1267.378049,0.469550774,0.277796901,0.077171118,0.441880217,0.289791682,0.083979219,0.242389796,0.15678176,0.02458052,7.639213657,50.69834188,2570.321869,6.192285993,25.86490989,668.9935638,0.012713479,2.149671137,4.621085996,4.999515533,1.386308789,1.921852112,2614.584772,645.9061323,417194.7317,2561.569515,346.6198824,120145.3429,20.40218611,7.682333883,59.01825389,5497.566757,1169.016803,1366600.286,2.313136678,2.495507707,6.227558718,0.018352358,0.083924054,0.007043247,0.107556606,0.048689647,0.002370682,-2.57E-06,0.154829338,0.023972124,-2.63E-06,0.060455248,0.003654837,3.795301587,2.15988612,4.665108052
71,VAST - Touched ( Cover ).mp3,sad,1,151.9990809,137586,1083.354331,0.311471745,0.30520832,0.093152119,0.351681663,0.295965828,0.087595772,0.219265055,0.187766261,0.035256169,0.171654417,1.323896213,1.752701184,-11.50778513,75.32365406,5673.652861,0.008198219,3.042563246,9.257191107,0.709378898,0.302621216,0.091579594,2344.698909,1094.847828,1198691.767,2612.313114,650.9404993,423723.5336,21.97035588,5.530943425,30.59133517,5154.243833,2401.86177,5768939.962,0.238910832,0.303094723,0.091866411,-0.013508287,0.110898603,0.0122985,0.074836282,0.066042419,0.004361601,-1.05E-06,0.025879189,0.000669732,1.13E-06,0.006502948,4.23E-05,1.832054422,1.002470281,1.004946664
72,Voicians - Loner.mp3,sad,1,172.265625,220316,1280.906977,0.500812199,0.266357649,0.070946397,0.542837788,0.261228329,0.06824024,0.270599884,0.100543703,0.010109036,18.83754964,89.10089368,7938.969255,6.179920571,25.08204243,629.1088526,0.01321851,1.631252247,2.660983895,7.996220589,2.41861105,5.849678993,2718.559883,483.7485004,234012.6116,2510.233383,403.0306884,162433.7358,18.47998372,6.889697972,47.46793814,5591.070358,1114.861498,1242916.161,4.612835166,4.944872405,24.4517631,-0.002304568,0.056423337,0.003183593,0.134021865,0.040028773,0.001602303,0.000263716,0.21729368,0.047216546,0.001940815,0.11817994,0.013966499,2.652879819,1.126104961,1.268112384
73,Waysons - Eternal Minds.mp3,relax,3,129.1992188,161819,1274.165354,0.351867542,0.289378758,0.083740065,0.313733958,0.311752968,0.097189913,0.190627286,0.216782313,0.046994571,14.234461,77.17092086,5955.351026,4.309867391,31.62715751,1000.277092,0.00662311,1.537609042,2.364241565,6.816382885,2.192842722,4.808559418,2296.500372,787.8740469,620745.5138,2405.417641,546.2383025,298376.2831,21.22877315,6.584894818,43.36083976,4821.425012,1826.28827,3335328.845,3.092973793,3.516592525,12.36642298,-0.028111703,0.124325209,0.015456758,0.098219739,0.047591027,0.002264906,3.14E-08,0.228647158,0.052279521,-0.000112067,0.066621438,0.004438416,3.43539229,2.246168784,5.045274205
74,You Are Not.mp3,angry,4,135.9991776,173553,1345.372093,0.355462316,0.285731936,0.081642739,0.53462494,0.251478868,0.063241621,0.262925405,0.119178709,0.014203565,10.42259281,54.27696853,2945.989312,2.928118091,45.29371491,2051.52061,0.012247643,1.526604782,2.33052216,5.492152214,2.608858824,6.806144714,1745.214664,700.0754685,490105.6615,1857.713276,521.2324515,271683.2685,21.10040274,7.120922491,50.70753713,3556.778493,1400.086823,1960243.111,2.94442841,3.708095627,13.74997318,-0.005259107,0.065379961,0.004274539,0.087514777,0.044615966,0.001990584,5.49E-06,0.163635641,0.026776621,-3.69E-07,0.081931576,0.006712784,4.022857143,2.044145797,4.178532038
75,You Blocked Me On Facebook Now You're Going To Die.mp3,angry,4,129.1992188,154584,1246.645161,0.509162746,0.289091204,0.083573724,0.537313038,0.286280175,0.081956339,0.258745945,0.127999489,0.016383869,25.33818911,192.0075562,36866.90163,7.384388596,22.34578119,499.3339372,0.007296479,3.023936107,9.144189578,9.175350189,3.303755045,10.91479683,3228.688312,718.0598856,515609.9994,2793.571303,278.4994332,77561.93431,20.94360279,14.17505629,200.9322208,6588.955991,1108.622534,1229043.924,4.414053032,4.947089888,24.47369836,-0.014738246,0.066149936,0.004375814,0.131870518,0.077565147,0.006016352,7.32E-05,0.24151288,0.058328472,0.000708924,0.194600791,0.037869468,4.066975057,2.237387826,5.005904283
